trajectory_id,step,x,y,z
0,0,-0.5493647933006287,-0.03748059332370757,-5.94844268482508
0,1,-0.3419451928138733,-0.3490354835987091,-6.186878598449081
0,2,-0.24289448618888854,-0.24129357755184172,-3.419121758464053
0,3,-0.35884543776512146,-0.4466611701250076,-1.937192036328959
0,4,-0.022714968323707563,-0.5500445401668549,-3.5785879906546945
0,5,-0.5431338179111481,-0.4020989978313446,-5.358825520286262
0,6,-0.20640876710414885,-0.3299339282512665,-0.658944722386968
0,7,-0.27915658950805666,-0.35596468091011046,-4.9381143962951715
0,8,-0.30646662712097167,-0.5809415173530579,-6.417259827310168
0,9,-0.5782204270362854,-0.28069696605205535,-2.553317611949485
0,10,0.03335783958435057,-0.1895271098613739,-3.549396862005776
0,11,-0.36288666844367984,-0.12227009654045107,-4.449139312703645
0,12,-0.28125553607940673,-0.33953986823558807,-2.7269914040246244
0,13,0.07208095550537108,-0.41966817498207093,-6.252957583551752
0,14,-0.6497437512874603,-0.34071322202682497,-6.333036735593319
0,15,-0.23115850746631622,-0.4002803313732147,-4.2460588339573855
0,16,-0.19426318287849426,-0.3417658120393753,-3.073946411292046
0,17,-0.14924893498420716,0.023592646121978755,-4.891466007275542
0,18,-0.2916991996765137,-0.05095833420753482,-4.897630640107429
0,19,-0.337116556763649,-0.27338929295539854,-3.6351304928933525
0,20,-0.4601726317405701,-0.46522826313972476,-4.3585203531856385
0,21,-0.33311648190021514,-0.16718926548957824,-6.118883106567203
0,22,-0.5797138649225235,-0.3064959543943405,-0.5761430072043892
0,23,-0.5219652342796326,-0.37405690491199495,-3.6357572441730555
0,24,-0.6403768980503083,-0.42012220323085786,-4.335826992493826
0,25,-0.3008463048934937,-0.38942683696746827,-2.9531676184374716
0,26,-0.37645764827728273,-0.5964947354793548,-5.404732846953809
0,27,-0.44432328701019286,-0.23867507636547086,-4.77102557519521
0,28,-0.32431018888950347,-0.3084231054782867,-2.3954768832080777
0,29,-0.12596724808216098,-0.037880322933196986,-3.425232175187325
0,30,-0.29652013778686526,-0.165042028427124,-7.087138388400232
0,31,-0.4389961248636246,-0.3390732228755951,-0.29457981219310714
0,32,-0.5429644632339478,-0.4280300152301788,-2.50707976298123
0,33,-0.5362656033039093,-0.2583395951986313,-5.988251352479657
0,34,-0.4083709412813187,-0.3944762349128723,-3.205395326245573
0,35,-0.4039759057760239,-0.41455576658248905,-3.886160547265982
0,36,-0.8351566314697265,-0.38472985446453095,-1.3675316254091916
0,37,-0.28142781972885134,-0.4571654033660889,-3.955923288326844
0,38,-0.2556745308637619,-0.5632456809282302,-5.770425725205653
0,39,-0.14577795267105104,-0.23839626073837278,-4.903631644804281
0,40,-0.3346247148513794,-0.4112772703170776,-4.7876790654255625
0,41,-0.03387720644474035,-0.33796881258487704,-4.651510409595025
0,42,-0.13016363918781282,-0.3205026376247406,-5.9261043416637715
