x,y,z
0.0,0.0,0.0
-0.266745856951546,0.2893447780279094,0.027842364938223813
-0.26931557102331327,0.29802044271258793,0.035571672415813785
-0.30175000688557563,0.34191558553025597,0.03597091586143032
-0.5531545273794204,0.6258333423946689,0.06440496616455144
-0.63,0.5758205178538974,0.07183699265432732
-0.39877393747700157,0.26580264462855174,0.11170395290976771
-0.34598654009209606,0.2433023927054469,0.1132078559016211
-0.3065490667374329,0.2010054066893108,0.1165510509175456
-0.28554514020246524,0.15912649637910276,0.11358924517999652
0.19323506732045298,-0.3611811897782325,0.29292112630221423
0.15572285802258795,-0.32856388255860586,0.2964004713548466
0.17666044985875148,-0.4056887646958378,0.28424588073110574
0.41312114071827155,-0.6214211805303772,0.3591343562282715
0.63,-0.3821393546318421,0.4515400547334832
0.41560411998043656,-0.19465275131978824,0.5456809901605597
0.372330917606293,-0.1269052890557744,0.5502075879297642
0.3799712467746735,-0.14091410798280168,0.5407049031302985
-0.09805085927008202,0.38131638227908016,0.7201587651506777
-0.09013601161521678,0.37905507200116945,0.7071007004375681
-0.1429621476311789,0.47713140143756916,0.7518255230754515
-0.27785537385810405,0.6125400003530557,0.7820922037525955
-0.63,0.29524197133155566,0.9247191568458147
-0.44172712958391247,0.09634852245056168,0.9875150570716623
-0.409664625489545,0.005512458859272429,1.013023055221118
-0.3651686116842421,0.0365125789676613,1.001231664419923
-0.03514485116702182,-0.3875741330884007,1.1556293012873342
0.007403681379085964,-0.4102041918443675,1.1285942696821745
0.047723040367781154,-0.44979327695293797,1.1802755406273393
0.21028697534549592,-0.63,1.2316093709061038
0.6218370861643941,-0.1757470768781111,1.374048153863985
0.44795188293779314,0.02156215581576413,1.4160805829877074
0.41366962846930955,0.14677373836902588,1.4990234163023297
0.35095710639640093,0.12206772470976682,1.5239804438740188
0.18746573533135064,0.35257139922331293,1.5397730034253805
0.15676945528168076,0.360675485184036,1.6059654481168815
0.052881344169291127,0.42844770413641087,1.5785652151772582
-0.11737172766445281,0.6111958173461787,1.6514787160148934
-0.6080501352092601,0.009329742342738711,1.8825738161495313
-0.41993809159760537,-0.19755539902466676,1.9449222705798044
-0.25304599872204825,-0.3465460812971141,2.001815981491521
-0.0496633279358633,-0.62179564773738,2.0837087841620785
0.15812802770630202,-0.4338755167698687,2.1319417302622123
0.42233119717598533,-0.09205116687357373,2.26858975752776
0.6236997962597345,0.09513004445099128,2.3244675004341633
0.1396569757960777,0.63,2.471460900568485
-0.013648515417098604,0.42170016633263796,2.5188059355349877
-0.06704744251965258,0.3871327292309517,2.564301832462153
-0.09651316264822438,0.38063310404673845,2.5833761604082217
-0.38797838489191794,0.0690584750486067,2.6901882326330684
-0.39034692016958883,-0.0008319033891942273,2.697345372409794
-0.4480842373418303,-0.06741710749052829,2.70950207671027
-0.63,-0.21270703623754128,2.758626586929001
-0.2600110295762432,-0.6287011456687163,2.9124009517651914
-0.06665737904200202,-0.4606063574603494,2.9700986523596065
-0.02393128831238123,-0.38651799028458883,2.9658133034955685
-0.0357215628889548,-0.39308429515389665,2.9753421449997566
0.36157258865530323,0.08626543238800691,3.165680535644303
0.3748559674711021,0.1007817080228193,3.122727196510923
0.4328264446424289,0.14037610363389402,3.14015047290335
0.6230484982201134,0.34311154557898654,3.2188671548881276
0.37904767004674356,0.6189450775814082,3.328274764181297
0.21446591469843151,0.41707057080324644,3.4072749225001107
0.1530654512083641,0.3874622871212039,3.4260647712304038
0.11738201474499227,0.3560961707330359,3.399401434954674
-0.345523035432918,-0.1671869887002208,3.627462158936825
-0.3630093722631749,-0.1952146353192115,3.59534546186896
-0.4285364121869017,-0.2620244995153495,3.6188728336323637
-0.6275342516316801,-0.47402843665098243,3.6866890511454193
-0.5013201126251948,-0.63,3.731465609606288
-0.2524153012775448,-0.40774572017070987,3.809263560032717
-0.20206759566094398,-0.33137011335836236,3.8322375708594287
-0.21626085092126182,-0.30317478903212863,3.8555313706719376
0.051214193328474766,-0.018507226548385654,3.946801875778912
0.3179145615277282,0.1984215772755947,4.008927341780214
0.32328400025639265,0.2003836645424086,4.015982177136364
0.3855250484101537,0.23899147206631538,4.006361175625293
0.6163852205428682,0.42774336174671723,4.03267649627356
0.40290284833641776,0.63,4.09151426103851
0.1351886941615272,0.42244374922399575,4.161251731666513
0.10621507715474578,0.3983944926704232,4.194058182767705
0.07123737119439509,0.36530875049004,4.161841343137082
-0.3883362241806553,-0.01958777697993157,4.2642627802932465
-0.39691831527214233,-0.036991533027964714,4.264043224921235
-0.44320121547796276,-0.0705456884463272,4.261451539601912
-0.63,-0.19846859781689707,4.333155049564617
-0.1222299630423187,-0.6295435819135886,4.421913149780724
0.11821740679054377,-0.44098898296993416,4.46052062737406
0.3812974546851527,-0.2240824105540809,4.5238363745008146
0.63,-0.047259937170480625,4.566797045244766
0.4731346408338683,0.12298725952218052,4.606241171504722
0.34476487835745234,0.17867680711352107,4.590897514297872
0.3493764824330743,0.2095620389848717,4.59545977750505
0.09813606273151712,0.3742370807390287,4.645242590277415
0.13357202954557124,0.4073551642991531,4.669306
0.04236463261282688,0.45902742167458144,4.669306
0.026025280726913597,0.3987375485471297,4.621145817345362
-0.03995382292135083,0.3988313816485371,4.459710290595727
-0.3061038401386943,0.21756261938386012,4.044916418784134
-0.3734070791934574,0.21295683320952777,4.047225360575615
-0.4666265393757922,0.1744302656108211,3.8667032472762446
-0.6184214326153782,0.040010187457696474,3.618188262488364
-0.4838788970339997,-0.07250764497443306,3.139375068141703
-0.41183710375812316,-0.12428474410171411,3.0175084588101186
-0.40317941653736633,-0.08233270211138248,3.0739577716843294
0.1131363732662651,-0.36661297825879346,2.2848924868226623
0.1317364518288329,-0.36596584353254813,2.3836503811350576
0.1824360613269404,-0.40311808667110316,2.176071879370795
0.5508850090748347,-0.6257630653016533,1.5941869511959421
0.6293724143647931,-0.5831789061839153,1.412796635174645
0.30734831483436037,-0.3774069581865671,0.76193894239583
0.24192084855383458,-0.3895525866463632,0.7315040696109133
0.08234582459835638,-0.39618916918174996,0.7693598884005846
-0.09787324369977038,-0.39263934416504975,0.7479570352956917
-0.2556781224744173,-0.398308615735742,0.6701365516627013
-0.63,-0.4091675753237091,0.496250928105137
-0.3955038981875764,-0.41008537681125573,0.43835116383619266
-0.2898624290959302,-0.38806830912166995,0.3517389414851404
-0.1903355809451532,-0.3650340504999882,0.32778748767647864
-0.16608143787616123,-0.28645815094246285,0.448733609151779
0.4055583684692341,-0.06779142421188492,0.3245261051722813
0.4514523382315577,-0.0688570190765939,0.2411911074025419
