x,y,z
0.4026331583765826,-0.080922366,0.28863882515890005
0.3929784984432627,-0.110384933,0.31578934980397944
0.4511252604797713,-0.055518576,0.27134596807370187
0.4961271166432898,-0.021541315,0.29011372733853547
0.355967682,0.4987205289686125,0.38349906194092276
0.29126011900570614,0.4984659673929728,1.0287789370177127
0.6582875437554394,0.526676687,1.4499379417738423
-0.166686499,0.6420978746928551,2.4146127964955713
-0.416713109,0.5997077134003727,2.7172772931449316
-0.649379605,-0.252282244,3.0320504899146634
-0.561637357,-0.636903723,3.1702301890133326
-0.453489405,-0.128710266,3.357571452628399
-0.361292538,0.30571035885488046,3.5556565981625843
-0.282159391,0.6094764244429531,3.680076809384502
-0.218681915,0.41545869528796364,3.714997055
-0.463494676,0.13966880220322717,3.733772371769956
-0.627700817,0.15667714284294815,3.681600624713759
-0.395577208,0.2126639304721868,3.6724584947831738
-0.33570569,0.14894941101473688,3.691604583972717
-0.363363268,0.17621487229219523,3.6762767420584113
0.030188901645308457,0.021355502589288415,-0.01373179
-0.258560354,0.2841930820767047,0.030226960251106546
-0.258135691,0.29829160599504895,0.025738581349613675
-0.349807532,0.35854409718084607,0.043734053
-0.537534279,0.6338428166877106,0.083990889
-0.629632856,0.5586201713301604,0.095351532
-0.386284533,0.27859560331485567,0.12804736699241068
-0.378432492,0.20970146035134318,0.08928357
-0.324045454,0.18779732769242977,0.090511341
-0.268845569,0.19675433860943797,0.10819904221599826
0.19442461202272546,-0.351992555,0.30381302540963984
0.18984707226212713,-0.365889663,0.32831762200611386
0.2161178899836749,-0.372046398,0.28243486637966103
0.449854311,-0.594877859,0.4013612982761063
0.5989776177672027,-0.41008203,0.4861286014145144
0.39306678144313606,-0.233172444,0.489548229
0.3567318090013152,-0.114643854,0.5751823616747779
0.3558312463126048,-0.131566784,0.5356958878033513
-0.100473225,0.38047766684311685,0.7090428643364358
-0.105700759,0.3929780430648503,0.6880052271432942
0.2826757106231126,-0.406241416,0.8468919634841211
0.2782754779337406,-0.398888857,0.8292424091934466
0.079273499,-0.353219955,0.7848456951402487
-0.054858463,-0.410404681,0.7260993838258364
-0.240265553,-0.399577489,0.6417621784324223
-0.616471334,-0.401504284,0.5005304248884401
-0.364016096,-0.4431035,0.3790095181458879
-0.258191366,-0.37126247,0.4045642687378421
-0.153880855,-0.32662468,0.3630265954911168
-0.167862994,-0.366792368,0.37021767790370586
-0.409726094,0.003777426,2.7161264460165135
-0.479628137,-0.029070625,2.6673331080776737
-0.660156153,-0.229113081,2.7866330771896317
-0.25875609,-0.675846186,2.877076950237116
-0.078775622,-0.437127733,2.9663547070187084
-0.066665114,-0.393529797,2.987038817807126
-0.05101972,-0.372363696,2.9896230690589585
0.3733932512105133,0.11145909543976008,3.159988317069993
0.3644409751803899,0.078875049,3.1296749597943023
0.42968531450919145,0.13068707815014705,3.1897763460619846
0.6319674102416666,0.34276051033333904,3.207092400983484
0.3961365360586532,0.6003788058007496,3.320227202131134
0.1846957443696549,0.4050304478617552,3.397155695751948
0.12217726147999881,0.3683087810603256,3.4223250113718358
0.16629006492288312,0.40475459704705835,3.4237815070445743
-0.348518996,-0.187340534,3.5778296439190065
-0.345350322,-0.177201979,3.6580226730979244
-0.411662492,-0.218451056,3.6029742191401715
-0.674775428,-0.442384161,3.6903602327378904
