Epoch,D Loss,G Loss,GenMean,GenStd
0,0.6752890348434448,0.7313418388366699,-0.016362948343157768,0.5903956294059753
1,0.6174913644790649,0.8395377993583679,0.15467599034309387,0.5883308053016663
2,0.618462085723877,0.8793628811836243,0.3302682638168335,0.5297260880470276
3,0.65995192527771,0.8379783630371094,0.47985878586769104,0.4431222379207611
4,0.6869857311248779,0.7753759026527405,0.53965824842453,0.40387293696403503
5,0.6946255564689636,0.7753674983978271,0.571010410785675,0.37784451246261597
6,0.7008166909217834,0.8045960664749146,0.5804035663604736,0.3681405782699585
7,0.7090981602668762,0.7879990935325623,0.5811647772789001,0.3719603717327118
8,0.6861647367477417,0.7633955478668213,0.5825955271720886,0.3701777160167694
9,0.6816812753677368,0.8054421544075012,0.5901718735694885,0.3636866807937622
10,0.6859995126724243,0.8243208527565002,0.5907350778579712,0.3586390018463135
11,0.682404637336731,0.8121057152748108,0.5761697888374329,0.37113937735557556
12,0.684636116027832,0.8187090754508972,0.5878403186798096,0.3606998920440674
13,0.6666539311408997,0.8270244598388672,0.5771761536598206,0.36741945147514343
14,0.6640774607658386,0.8094399571418762,0.5869798064231873,0.3733919858932495
15,0.6699248552322388,0.8048862218856812,0.5652945041656494,0.3802392780780792
16,0.674209713935852,0.8207986354827881,0.55228590965271,0.372475802898407
17,0.6692982912063599,0.7912814021110535,0.522514820098877,0.3791216015815735
18,0.6784973740577698,0.7730637788772583,0.46054813265800476,0.37614181637763977
19,0.6854820251464844,0.7517030239105225,0.43015432357788086,0.39117690920829773
20,0.6705957055091858,0.7941426634788513,0.46753957867622375,0.3650309145450592
21,0.6776312589645386,0.8035724759101868,0.5054129958152771,0.3384891450405121
22,0.6792932152748108,0.8001217842102051,0.5093690752983093,0.3350611627101898
23,0.6786689758300781,0.7765570878982544,0.5050461888313293,0.33691659569740295
24,0.6735796928405762,0.7831109762191772,0.49279680848121643,0.3375748097896576
25,0.6747646331787109,0.7889909744262695,0.48753952980041504,0.33910664916038513
26,0.6584585309028625,0.8004059791564941,0.4836329519748688,0.32681575417518616
27,0.6776025891304016,0.7835516929626465,0.487331360578537,0.33183014392852783
28,0.6859233379364014,0.7969996333122253,0.4922219216823578,0.32658565044403076
29,0.6740144491195679,0.8242911696434021,0.5064899325370789,0.33031564950942993
30,0.6794008016586304,0.8010641932487488,0.4973928928375244,0.3255731761455536
31,0.6819257736206055,0.8023059964179993,0.5012676119804382,0.32811352610588074
32,0.6799442768096924,0.793925404548645,0.4968280494213104,0.33284464478492737
33,0.6764869689941406,0.7906581163406372,0.5015855431556702,0.3244549036026001
34,0.6778525114059448,0.7875664830207825,0.5060436129570007,0.33429738879203796
35,0.6851284503936768,0.7992367744445801,0.49049460887908936,0.32967081665992737
36,0.6841542720794678,0.7986619472503662,0.5035813450813293,0.3311724066734314
37,0.6740125417709351,0.7972700595855713,0.49788913130760193,0.33827540278434753
38,0.6829828023910522,0.7940242290496826,0.5068400502204895,0.34004127979278564
39,0.6658223867416382,0.7960440516471863,0.5010122656822205,0.33437636494636536
40,0.6681340336799622,0.7880253791809082,0.4977002441883087,0.33747929334640503
41,0.6795523762702942,0.8132757544517517,0.5084021091461182,0.33495625853538513
42,0.6691070199012756,0.7968831062316895,0.5120332837104797,0.3373544216156006
43,0.6774930953979492,0.7994186878204346,0.5009802579879761,0.3337734043598175
44,0.6730297803878784,0.7989035248756409,0.5056902170181274,0.3390110433101654
45,0.676866352558136,0.8039489984512329,0.502508819103241,0.33670613169670105
46,0.6780095100402832,0.7713920474052429,0.5012484192848206,0.34077200293540955
47,0.6721906661987305,0.789273202419281,0.4988330900669098,0.33449792861938477
48,0.6763073205947876,0.8022607564926147,0.504127025604248,0.33545270562171936
49,0.6715569496154785,0.7912202477455139,0.5016513466835022,0.3377112150192261
50,0.6766603589057922,0.7910098433494568,0.5090999007225037,0.33961236476898193
51,0.6822352409362793,0.7712844610214233,0.507714569568634,0.3336382508277893
52,0.6837360262870789,0.7700467109680176,0.5046905875205994,0.3353802263736725
53,0.6825205087661743,0.7787872552871704,0.5087761282920837,0.33650270104408264
54,0.6790721416473389,0.783978283405304,0.5041970610618591,0.33260712027549744
55,0.6828969717025757,0.7707253694534302,0.5107149481773376,0.3378588855266571
56,0.6773219108581543,0.7888907790184021,0.498584121465683,0.3314407169818878
57,0.6831730604171753,0.7821517586708069,0.5073686242103577,0.3382643759250641
58,0.6836501955986023,0.7591965198516846,0.5046151280403137,0.33581551909446716
59,0.677812933921814,0.7780700922012329,0.5153374671936035,0.3393736779689789
60,0.6808570623397827,0.7781034111976624,0.5135884284973145,0.3392206132411957
61,0.686238706111908,0.7621697783470154,0.5016318559646606,0.33775821328163147
62,0.6861093640327454,0.7686181664466858,0.5052266716957092,0.34389927983283997
63,0.6778157949447632,0.7656038999557495,0.5046352744102478,0.33561021089553833
64,0.6817287802696228,0.7588516473770142,0.5076397061347961,0.337150514125824
65,0.6908825635910034,0.773512601852417,0.5035950541496277,0.33887621760368347
66,0.6819300651550293,0.7688069939613342,0.5082693696022034,0.33776625990867615
67,0.689983606338501,0.7682484984397888,0.5005446076393127,0.3361319303512573
68,0.6840139627456665,0.7633483409881592,0.5082513093948364,0.3344596028327942
69,0.6842753887176514,0.7692533135414124,0.49920544028282166,0.331087589263916
70,0.688591480255127,0.7668342590332031,0.5056301951408386,0.34081676602363586
71,0.6950213313102722,0.7600656747817993,0.5027313828468323,0.330474853515625
72,0.684222936630249,0.7552171349525452,0.49709394574165344,0.3290451169013977
73,0.6944862604141235,0.777694582939148,0.5063385367393494,0.3355134129524231
74,0.6902570128440857,0.7547731995582581,0.49989214539527893,0.33012959361076355
75,0.6844353675842285,0.7759619355201721,0.5050268173217773,0.337033748626709
76,0.6927304863929749,0.7542005181312561,0.5073719620704651,0.3302837014198303
77,0.6868934035301208,0.7630247473716736,0.4897155463695526,0.3246837258338928
78,0.6897226572036743,0.7561619877815247,0.5010157227516174,0.3261776566505432
79,0.6848762631416321,0.7651212811470032,0.4913075864315033,0.32661083340644836
80,0.6918457746505737,0.7620360851287842,0.5029217004776001,0.3369746506214142
81,0.6855027675628662,0.7494952082633972,0.49983906745910645,0.3327445387840271
82,0.6895817518234253,0.7546853423118591,0.49509286880493164,0.32973596453666687
83,0.6919272541999817,0.7503408193588257,0.498820036649704,0.3260885775089264
84,0.6883533000946045,0.7567316889762878,0.5002614855766296,0.32919877767562866
85,0.6816153526306152,0.7653382420539856,0.4927504062652588,0.32507848739624023
86,0.689741849899292,0.754472553730011,0.5004556775093079,0.328675240278244
87,0.6902780532836914,0.7678980827331543,0.5017533302307129,0.32984626293182373
88,0.6928508281707764,0.7542846202850342,0.49394741654396057,0.3227943480014801
89,0.6858412027359009,0.7617337703704834,0.5044288039207458,0.33175477385520935
90,0.6956551671028137,0.7565966844558716,0.5050181746482849,0.3328416347503662
91,0.6888625621795654,0.7678909301757812,0.4965546131134033,0.3308102488517761
92,0.6895241141319275,0.7545740604400635,0.5010151863098145,0.3254866600036621
93,0.6886880397796631,0.7497596144676208,0.5007161498069763,0.32760465145111084
94,0.6931283473968506,0.7566295266151428,0.49703383445739746,0.3276226818561554
95,0.6852701902389526,0.7549514770507812,0.5009757876396179,0.3329921364784241
96,0.691963791847229,0.748313844203949,0.49802032113075256,0.3316144645214081
97,0.6965988874435425,0.7458688616752625,0.49164828658103943,0.3273544907569885
98,0.6894862651824951,0.7512068748474121,0.5029758810997009,0.3320101499557495
99,0.6917327642440796,0.7573540806770325,0.49511170387268066,0.3321649432182312
100,0.6895904541015625,0.7586593627929688,0.4966302812099457,0.3281916379928589
101,0.6866161823272705,0.7459203004837036,0.49958109855651855,0.33073049783706665
102,0.6907443404197693,0.7524407505989075,0.5036918520927429,0.33298707008361816
103,0.688869297504425,0.7487680912017822,0.49736475944519043,0.3275986611843109
104,0.6922818422317505,0.7533434629440308,0.5007231831550598,0.3304082155227661
105,0.6919008493423462,0.7444325685501099,0.49563169479370117,0.32813313603401184
106,0.6897910833358765,0.7485408186912537,0.49901071190834045,0.3311746120452881
107,0.6897059082984924,0.7452822327613831,0.49896252155303955,0.3289286196231842
108,0.6847566366195679,0.7435124516487122,0.4999751150608063,0.3294433653354645
109,0.6947619915008545,0.7486523389816284,0.4930485188961029,0.3284849524497986
110,0.6939718127250671,0.7538474798202515,0.5006888508796692,0.3295624256134033
111,0.692223072052002,0.7312762141227722,0.5052834153175354,0.3326943516731262
112,0.6976968050003052,0.7571877837181091,0.49351465702056885,0.3289957344532013
113,0.6967306733131409,0.7518567442893982,0.4992452561855316,0.33117958903312683
114,0.6923935413360596,0.7455411553382874,0.4988533556461334,0.32903608679771423
115,0.6908992528915405,0.7540345788002014,0.49595609307289124,0.3289315402507782
116,0.6897684335708618,0.7441889047622681,0.49768224358558655,0.32960328459739685
117,0.6868869066238403,0.7419942021369934,0.4969070255756378,0.32514724135398865
118,0.6964390277862549,0.7393149137496948,0.5010626912117004,0.3277018666267395
119,0.6878947019577026,0.7477205991744995,0.49891623854637146,0.3287946581840515
120,0.6911303997039795,0.7404764294624329,0.49998629093170166,0.3324683606624603
121,0.6918349266052246,0.7468370795249939,0.501063346862793,0.33107683062553406
122,0.6895291805267334,0.7547338008880615,0.49479565024375916,0.3287810683250427
123,0.6914968490600586,0.747046172618866,0.4955732822418213,0.32591480016708374
124,0.6929177045822144,0.752229630947113,0.5024354457855225,0.332660436630249
125,0.6909947395324707,0.7441498041152954,0.4988790452480316,0.33042609691619873
126,0.688246488571167,0.7492713928222656,0.49829205870628357,0.3309325575828552
127,0.6887028217315674,0.7458813786506653,0.4977249205112457,0.3321996331214905
128,0.697187066078186,0.7454967498779297,0.4971010684967041,0.3293430209159851
129,0.6899410486221313,0.741722583770752,0.500201940536499,0.3350621461868286
130,0.6915966272354126,0.7433646321296692,0.5009362101554871,0.33268311619758606
131,0.6862074136734009,0.7424854040145874,0.498375803232193,0.33222854137420654
132,0.6883583068847656,0.7508482933044434,0.4996618330478668,0.3325503170490265
133,0.6873743534088135,0.7412829399108887,0.5006707310676575,0.3333514332771301
134,0.6889121532440186,0.7404190301895142,0.5023108124732971,0.3359226882457733
135,0.6937741041183472,0.7410707473754883,0.4975934326648712,0.32885751128196716
136,0.6926536560058594,0.7395644187927246,0.49582087993621826,0.32857051491737366
137,0.6908917427062988,0.7447215914726257,0.5010672211647034,0.33459603786468506
