x,y,z
0.0,0.0,0.0
-0.007715889051196639,0.00993018533348321,0.0015970023842447713
-0.03761970625853607,0.071693812647248,0.026471481627471972
0.018742605927920514,0.2914458251560226,0.10402879917729475
0.08939363012491863,0.5145695879590848,0.21371589525352935
0.14999183917770886,0.63,0.30378214221818495
0.20997724261037215,0.63,0.5268878731178135
0.2182624036835615,0.63,0.5599298385523833
0.22311144343584155,0.63,0.5812405668193596
0.22348682554673052,0.620595263918749,0.9147681617332877
0.21725605894824299,0.6106428305521057,0.9757559947238044
0.31284416335116233,0.5101329155195128,1.9943236776812288
0.35666237639072373,0.4950833435329149,2.111360950767598
0.4608927126798237,0.5025160085696354,2.360762883919228
0.5026868432773719,0.5437573121943337,2.645891713374799
0.5536809513743379,0.47542196042207197,2.840803340425773
0.5775156132587816,0.4668937867249608,2.9096711518279372
0.5806861493929016,0.4639936982190457,2.9198819892815866
0.5812003007199683,0.44951299628809516,2.940079131196375
0.63,0.27942463392269745,3.171172450186843
0.63,0.27022751840030323,3.185041152859244
0.6151530940723065,0.26228692855423563,3.217863905098501
0.514355426512208,0.20661015392909637,3.2701326147450187
0.5021123859040965,0.19587303843755774,3.2757631368439672
0.3841131088359665,0.08136588046135516,3.3350365846176393
0.07849594925210629,0.06905976069320136,3.5068902890976794
0.013331293173171055,0.049498070193629104,3.549657401324386
-0.63,-0.63,4.669306
-0.63,-0.63,4.669306
-0.63,-0.5331608996829942,4.669306
-0.6020325544638097,-0.4219057286286525,4.664714185971149
-0.48645502559881726,-0.23516587076794046,4.669306
-0.47405831051761993,-0.21676655026517475,4.6629272930925145
-0.383678687913379,-0.04028542440542038,4.582029659711244
-0.299346111641267,0.16708226200698797,4.413185303978888
-0.3068448422246812,0.3310996419627452,4.2678821707780665
-0.31552368920076423,0.354496372098399,4.244057521007228
-0.2070674557821272,0.63,3.947663179287395
-0.1030478847524081,0.63,3.7722997366443334
0.014566664452881559,0.4821255396777099,3.2851589813072537
0.005745793715075505,0.4400538801486201,3.2172599195387166
0.0050546887564106935,0.4300903176011306,3.203185746649454
0.0008093421048093923,0.42413105861825573,3.1912747643362955
0.006805506331215119,0.41787696110906014,3.1698777149951574
0.021900631218442466,0.41358673444462846,3.140236335858619
0.2268326660161215,0.4250839192242556,3.006846518755682
0.5882619684025573,0.4005843621635352,2.852633181098491
0.63,0.40010377281788734,2.8268590578214456
0.63,0.63,2.1700785109195784
0.6251365186432003,0.63,2.1629698723208524
0.5732268582412855,0.6287478388197334,1.9566582610142413
0.5497832487183856,0.63,1.8951928131956692
0.25483525175110716,0.4935853856972901,1.3784202361260147
0.2504483260944976,0.4878445635265552,1.2962990171034914
0.2814838138063517,0.4165617081842611,1.182534376939516
0.2866440599437927,0.4073481669505982,1.1774637741694858
0.22705050617731917,0.25587859002419183,1.1707992076016545
0.15250633581982437,0.1135053748419532,1.1825425882014942
0.14720721517790206,0.09804256787736265,1.1764696800733496
0.14970481361082597,0.09315419650756503,1.1736296456763422
0.11582225357108816,-0.10567237462093072,1.0827554402662034
0.11860894436256833,-0.35004924127760906,0.9871836965219641
0.07395041416585127,-0.5546197187076474,0.9526657289118676
0.039018641064560884,-0.63,0.8636202594103239
-0.048596313557555136,-0.63,0.7077159645175035
-0.1622496753202479,-0.63,0.265447974684337
-0.16322631735238793,-0.6292358329860274,0.25510142551077136
-0.15686018623132758,-0.6186824149644886,0.18638325532765246
-0.16223232879305197,-0.6144169373591198,0.1742033201134114
-0.1850935017483245,-0.6131042737725505,0.14839659641558914
-0.32833704700204724,-0.63,-0.140105985063377
