Enrichment (%),Flux (n/cm²/s),Burnup (MWd/kgU),Fuel Centerline Temp (K),Clad Surface Temp (K),Coolant Outlet Temp (K),Reactivity,HTC (W/m2K),FlowRate (kg/s),Swelling (%),FissionGasRelease (%)
30.648557945054307,7.5550483395550145,3.9647887333211094e-08,616.0389563705319,613.7214741044263,574.449149985168,0.010786841482121426,10761.30481268731,17.49080237694725,0.5412517829702643,0.18250356594052858
72.81668663353076,6.720611396119885,4.35937460395017e-08,620.2920760446832,617.7455796422772,574.592355323598,0.014854756770406253,11913.724790481632,29.01428612819832,0.5456229536439701,0.19124590728794003
15.286018696422184,8.15089169713757,3.681005464926144e-08,612.96764377121,610.8155398758371,574.3457368687012,0.00931140820058664,11476.160752057162,24.639878836228103,0.5381068190263825,0.17621363805276488
53.21820997530099,7.016368558736833,4.158972727260926e-08,618.1314804372581,615.7013237983289,574.5196066475962,0.012970072870279924,11209.57677171787,21.973169683940732,0.543402875316335,0.1868057506326702
6.79328812193213,8.973469205101118,3.3812037836084484e-08,609.7171342158479,607.7400577580714,574.2362900727941,0.008509130769834818,10324.15542592127,13.12037280884873,0.5347837512576692,0.16956750251533853
59.532446266614905,6.927129114603833,4.254321739499032e-08,619.1617474797633,616.6761149231606,574.5542964169417,0.013574815600908896,10324.266188880876,13.119890406724053,0.5444593921429667,0.18891878428593334
83.20856097552682,6.560418584569363,4.4163190195428696e-08,620.9022387493653,618.3228874320918,574.612899903416,0.015856358695509873,10128.473674288107,11.16167224336399,0.5462534140703652,0.19250682814073045
8.014814900213558,8.819081354173205,3.460655367677027e-08,610.5792258172528,608.5557290424777,574.2653172643606,0.008620726076931156,11744.484950182052,27.323522915498703,0.5356644762584956,0.17132895251699112
69.069252614257,6.766031703061719,4.299892840103237e-08,619.649457304324,617.1375634494757,574.5707179276991,0.014497171058351016,11214.515382450267,22.022300234864176,0.5449638741314647,0.18992774826292955
87.13558691105126,6.511210843801182,4.4516178102356616e-08,621.2822159938341,618.6824043633969,574.6256939873024,0.016232882021783933,11428.458002585741,24.16145155592091,0.5466443997017401,0.19328879940348007
